what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068891416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068902917
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068936483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068941167
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1620068946179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068946749
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1620068949192
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1620068949215
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1620068949217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068956484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068956512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620068983389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069077475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069078128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069139628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069140524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069144057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069144537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069422984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069436296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069549179
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1620069554266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069556926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069572318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069573971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069580153
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1620069580577
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620069581615
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1620171681132
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1620171681134
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1620171681151
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1620171681159
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1620171681160
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1620171681161
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1620171681162
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1620171681163
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1620171681163
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1620171681170
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1620171681185
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1620171681193
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1620171681204
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1620171681215
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1620171681215
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1620171681225
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1620171681238
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1620171681270
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1620171681276
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1620171681293
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1620171681317
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1620171681332
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1620171681361
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1620171681394
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1620171681405
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1620171681411
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1620171681441
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1620171681477
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1620171681487
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1620171681488
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1620171681509
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1620171681536
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1620171681537
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1620171681537
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1620171681553
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1620171681571
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1620171681595
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1620171681610
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1620171681630
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1620171681653
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1620171681655
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1620171681661
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1620171681663
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1620171681664
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1620171681687
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1620171681688
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1620171681689
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1620171681690
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1620171681696
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1620171681705
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1620171681955
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1620171681970
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1620171681985
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1620171682001
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1620171682002
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1620171682003
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1620171682035
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1620171682055
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1620171682081
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1620171682088
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1620171682090
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1620171682102
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1620171682102
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1620171682116
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1620171682134
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1620171682174
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1620171682206
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1620171682248
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1620171682250
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1620171682290
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1620171682326
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1620171682354
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1620171682395
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1620171682438
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1620171682438
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1620171682471
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1620171682489
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1620171682531
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1620171682531
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1620171682545
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1620171682556
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1620171682578
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1620171682597
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1620171682611
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1620171682660
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1620171682662
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1620171682715
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1620171682715
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1620171682717
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1620171682755
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1620171682755
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1620171682756
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1620171682756
os,sysinfo,,,"win32",1620171682759
arch,sysinfo,,,"x86",1620171682759
ws,sysinfo,,,"win32",1620171682759
locale,sysinfo,,,"pt_BR",1620171682759
processors,sysinfo,,,"4",1620171682759
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1620171682759
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1620171682759
java.specification.name,sysinfo,,,"Java Platform API Specification",1620171682759
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1620171682759
java.specification.version,sysinfo,,,"1.6",1620171682759
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1620171682759
java.version,sysinfo,,,"1.6.0_23",1620171682759
java.vm.info,sysinfo,,,"mixed mode",1620171682759
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1620171682759
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1620171682759
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1620171682759
java.vm.specification.version,sysinfo,,,"1.0",1620171682759
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1620171682759
java.vm.version,sysinfo,,,"19.0-b09",1620171682759
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1620171683519
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1620171683830
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1620171684172
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1620171684173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620171685110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620171769460
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1620171770156
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1620171771730
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1620171777531
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1620171777608
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1620171779002
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1620171779311
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1620171779314
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1620171779341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620171780651
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620171826586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620171829182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620171954115
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620171959681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620171974668
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1620171977026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620171982739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172123001
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172126029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172544794
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1620172552475
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1620172552743
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1620172555434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1620172556496
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1620172557996
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1620172559588
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1620172560619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1620172561275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1620172566771
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1620172568141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172571282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172581959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172582909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172586958
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1620172591451
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1620172591483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172594233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172596775
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1620172597915
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1620172597978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172608939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172624485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172633502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172641967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620172641983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175465208
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175466208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175520162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175520546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175543060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175543665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175546385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175546869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175584539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175593597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175599021
executed,command,,,"com.altera.sbtgui.launch.modelsim.Nios2ModelsimLaunchShortcut.run",1620175599661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175606618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175606684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175613327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175615265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175615959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175960478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620175969387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620176437580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620176438389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620176451166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620176451956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620176939519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620176941351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620176976232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620176976350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620176977920
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1620176979241
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1620176982334
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1620177494194
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1620177494195
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1620177494209
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1620177494218
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1620177494225
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1620177494226
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1620177494228
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1620177494232
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1620177494232
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1620177494241
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1620177494256
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1620177494264
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1620177494297
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1620177494320
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1620177494320
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1620177494337
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1620177494352
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1620177494364
