what,kind,bundleId,bundleVersion,description,time
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1619642105908
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1619642105909
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1619642105910
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1619642105910
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1619642105911
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1619642105912
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1619642105912
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1619642105913
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1619642105925
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1619642105950
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1619642105985
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1619642106029
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1619642106063
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1619642106083
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1619642106125
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1619642106155
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1619642106171
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1619642106548
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1619642106563
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1619642106582
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1619642106604
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1619642106625
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1619642106642
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1619642106650
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1619642106653
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1619642106664
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1619642106687
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1619642106687
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1619642106689
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1619642106691
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1619642106707
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1619642106737
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1619642106760
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1619642106773
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1619642106783
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1619642106797
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1619642106797
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1619642106798
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1619642106799
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1619642106799
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1619642106819
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1619642106820
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1619642106821
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1619642106821
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1619642106839
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1619642106860
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1619642107479
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1619642107487
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1619642107526
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1619642107543
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1619642107543
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1619642107544
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1619642107553
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1619642107568
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1619642107575
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1619642107577
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1619642107588
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1619642107588
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1619642107603
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1619642107610
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1619642107626
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1619642107637
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1619642107656
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1619642107657
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1619642107667
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1619642107677
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1619642107685
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1619642107694
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1619642107703
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1619642107716
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1619642107732
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1619642107741
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1619642107741
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1619642107754
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1619642107765
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1619642107777
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1619642107784
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1619642107798
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1619642107814
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1619642107825
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1619642107852
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1619642107852
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1619642107853
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1619642107865
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1619642107865
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1619642107866
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1619642107867
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1619642107867
os,sysinfo,,,"win32",1619642107870
arch,sysinfo,,,"x86",1619642107870
ws,sysinfo,,,"win32",1619642107870
locale,sysinfo,,,"pt_BR",1619642107870
processors,sysinfo,,,"4",1619642107870
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1619642107870
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1619642107870
java.specification.name,sysinfo,,,"Java Platform API Specification",1619642107870
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1619642107870
java.specification.version,sysinfo,,,"1.6",1619642107870
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1619642107870
java.version,sysinfo,,,"1.6.0_23",1619642107870
java.vm.info,sysinfo,,,"mixed mode",1619642107870
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1619642107870
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1619642107870
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1619642107870
java.vm.specification.version,sysinfo,,,"1.0",1619642107870
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1619642107870
java.vm.version,sysinfo,,,"19.0-b09",1619642107870
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1619642109343
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1619642109852
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1619642110367
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1619642111944
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619642113670
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1619642114946
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1619642116304
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1619642116400
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1619642116401
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1619642116445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642122329
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1619642223473
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1619642223870
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1619642227896
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1619642237085
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642253024
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1619642255673
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1619642255688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642260119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642416296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642419844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642517393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642518067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642522426
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619642530830
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1619642531168
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619642531538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642535110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642587698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642589807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642591370
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1619642593395
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619642598119
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619642598237
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642599467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642726864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642729600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642731598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642734966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642735940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642743367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642744362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642747514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642749584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642757895
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642760983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642767647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642771168
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1619642774931
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1619642774951
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619642775886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642777030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1619642777080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642785555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1619642790721
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619642792357
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619642795295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642796239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642797576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642798654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642800205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642806129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642807724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619642813701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642814784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642816386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642821677
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642823002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1619642840057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619642841197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642849161
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642851962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642855605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642856538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642858397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619642859281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1619642862052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619642863216
